blue,green,red,rededge,nir,swir1,health_class,health_label,elevation_m,slope_deg,precip_mm,temp_celsius,canopy_cover,stand_age,NDVI,EVI,SAVI,NDRE,GNDVI,NBR,FHS
0.052479499850594316,0.1031600031658693,0.048749555841401164,0.15673247413254685,0.4841688597469071,0.08480379472927015,0,Healthy,341.33899700917596,13.640235902851497,2472.273220663766,15.760572019789624,0.13484132764823442,161.153214752315,0.8170468180469281,0.7870522059333852,0.6323141689395881,0.5108998268475269,0.6487146710351169,0.701905539496016,93.72048269376648
0.02739585242662148,0.06485198231477707,0.1436427084005617,0.09445323582412664,0.1930565741123459,0.4121536976885266,3,Burned,2302.068258931354,7.703307740748349,817.3794688676194,24.13814834266861,0.5501341706974073,164.88550161020595,0.146759636300364,0.06679557110098391,0.08858714143890928,0.34295641905381324,0.4970931891624294,-0.3620181780855278,52.56163328865176
0.050296839353783485,0.13063809355484354,0.18453197538897315,0.21617019435575865,0.36445815822652156,0.2808522996142045,2,Diseased,695.0785304623955,30.46944235611675,343.016048979056,29.76671434286896,0.2696096448087335,62.57291228639523,0.3277402790013772,0.214768125302087,0.25728485238775517,0.2553922154461567,0.47227192512096394,0.12955912352091653,61.78583022171689
0.030621128394044534,0.07070804944936813,0.07736027119846078,0.21537784980293687,0.3245939503792156,0.2227927091905443,1,Stressed,1932.3318509198898,1.1145744632810384,545.0197409392571,6.288386030294886,0.6954134156082917,9.707448681784523,0.6150791800607719,0.3964372637173939,0.41116334486556994,0.20226259689267131,0.6422580574278914,0.1859768365727393,77.92785586588639
0.05981521060606033,0.0894828770244805,0.11922186972240434,0.20773087163829668,0.26770994139554927,0.17372480137930726,1,Stressed,246.55890563887877,7.207987125003755,837.9040912538251,26.568406230492904,0.02826270117637064,89.0850240970658,0.38375771536215764,0.24192754517793424,0.2511265265338767,0.12615464817370714,0.4989659651326712,0.2129083390590612,57.307751612709914
0.04809239539665452,0.05760382844565353,0.14163870096669384,0.12477699769346919,0.0963197133665584,0.5234637887957266,3,Burned,2773.7665598090607,40.61736492744615,1897.0240536722322,23.21178051487596,0.469023431480573,38.15010417781634,-0.19044918341141742,-0.07146036043501268,-0.09211695287796455,-0.1287096624069095,0.2515267122223023,-0.6891827017775267,39.3131671147671
0.037474826656970356,0.08317853430974118,0.04389901133942886,0.10800196028549755,0.4874608732911114,0.08793999836943123,0,Healthy,3168.449561589055,44.88944166999391,2006.8084703664763,-2.619765838815642,0.0522641490142326,164.61746065243025,0.8347672950742648,0.7544627631071716,0.6451121440647707,0.6372503626362621,0.7084725073516657,0.6943348327321077,94.06723907261652
0.0527831664295286,0.10960198407427832,0.1919148699561424,0.19104030109483555,0.3232813677588005,0.31094767564395076,2,Diseased,2968.3131144821505,21.94157150226419,1544.0756988310504,6.695562579886193,0.3305077752753205,55.91396921334546,0.25498341337948355,0.15797620965239612,0.19410015270201905,0.25711742689655837,0.4936188417583895,0.019446747273208793,58.905475736673424
0.04363454337839073,0.12193532895210041,0.07299664069614839,0.13428645943464992,0.5496238306791527,0.12979252287744805,0,Healthy,3362.5642833963802,22.291653285979123,861.102077135955,2.6665035942034185,0.015575144286879117,189.0200945465728,0.7655180069409,0.717663049060245,0.6368499389024562,0.6072980201868442,0.6368590007666666,0.6179293439504117,87.08132068894636
0.01590078034200125,0.1121379209777976,0.049102692300883814,0.1740901510321231,0.5612580727549927,0.08101922862164151,0,Healthy,3180.2159903740057,34.80294430068472,1447.832167959012,18.25344953480493,0.4690987605779313,194.5027474099934,0.839102710044273,0.7372883201832716,0.6918769898391842,0.5265096235139053,0.6669480503115817,0.7477126089103543,96.95946659703104
